family,outcome,window,unit,statistic,modality,comparator,rows,include_rows,usable_contrasts,independent_studies,verdict,studies
postoperative_opioid_other_windows,IV PCA morphine consumption,First 3 postoperative days total,mg IV morphine,Mean/SD,EA,Sham,1,1,1,1,NOT POOLED - only 1 independent study,Wong 2006
postoperative_opioid_other_windows,Morphine use via IV PCA,First 24 h / POD1,mg morphine,Mean/SD,EA,Usual care,1,1,1,1,NOT POOLED - only 1 independent study,Yang 2024
postoperative_opioid_other_windows,Number of postoperative pethidine injections,Postoperative; exact window NR,number of injections,Mean/SD,EA,Sham,1,1,1,1,NOT POOLED - only 1 independent study,Ng 2013
postoperative_opioid_other_windows,Patient-controlled analgesia demand count,Study PCA period,demands,Mean/SD,MODALITY_REVIEW_REQUIRED,Sham,1,1,1,1,HOLD - comparator type needs adjudication,Xie 2014
postoperative_opioid_other_windows,Postoperative IV PCA morphine,6-12 h,mg/kg morphine,Median/IQR width as printed,EA,Sham,1,0,0,0,NOT POOLED - only 0 independent study,
postoperative_opioid_other_windows,Postoperative IV PCA morphine in interval,0–6 h,mg/kg,Graph only,EA,Sham,2,0,0,0,NOT POOLED - only 0 independent study,
postoperative_opioid_other_windows,Postoperative IV PCA morphine in interval,12–18 h,mg/kg,Graph only,EA,Sham,2,0,0,0,NOT POOLED - only 0 independent study,
postoperative_opioid_other_windows,Postoperative IV PCA morphine in interval,18–24 h,mg/kg,Graph only,EA,Sham,2,0,0,0,NOT POOLED - only 0 independent study,
postoperative_opioid_other_windows,Postoperative IV PCA morphine in interval,6–12 h,mg/kg,Median/IQR width as printed,EA,Sham,1,0,0,0,NOT POOLED - only 0 independent study,
postoperative_opioid_other_windows,Postoperative IV morphine-equivalent consumption,Within 48 h,mg IV morphine-equivalent,Median/IQR,TEAS,Sham,1,0,0,0,NOT POOLED - only 0 independent study,
postoperative_opioid_other_windows,Postoperative opioid consumption,0-24 h,mg/µg,Not applicable / not reported,TEAS,Sham,1,0,0,0,NOT POOLED - only 0 independent study,
postoperative_opioid_other_windows,Postoperative opioid consumption,0-24 h,mg/µg,Not reported,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,1,0,0,0,HOLD - comparator type needs adjudication,
postoperative_opioid_other_windows,Postoperative opioid consumption,Postoperative window unclear,mg morphine-equivalent/kg,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,1,0,0,0,HOLD - comparator type needs adjudication,
postoperative_opioid_other_windows,Pruritus,0–24 h,percent,Published percentage,EA,Sham,2,0,0,0,NOT POOLED - only 0 independent study,
postoperative_opioid_other_windows,Published 'sufentanil equivalents' metric,Perioperative,published as mg; definition/unit unresolved,Mean/SD,TEAS,Sham,1,1,1,1,NOT POOLED - only 1 independent study,Luo 2026
postoperative_opioid_other_windows,Published postoperative sufentanil aggregate,Observation window unclear,µg/kg sufentanil,Mean/SD,TEAS,Sham,1,0,0,0,NOT POOLED - only 0 independent study,
postoperative_opioid_other_windows,Total IV PCA morphine dose,0–24 h postoperative,mg IV morphine,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,1,1,1,1,HOLD - comparator type needs adjudication,Szmit 2021
postoperative_opioid_other_windows,Total IV PCA morphine dose,0–24 h postoperative,mg IV morphine,Mean/SD,TEAS,Sham,1,1,1,1,NOT POOLED - only 1 independent study,Szmit 2021
postoperative_opioid_other_windows,Total IV morphine analgesia,First 24 h,mg IV morphine,Mean/SD,EA,Usual care,1,1,1,1,NOT POOLED - only 1 independent study,El-Rakshy 2009
postoperative_opioid_other_windows,Total IV morphine analgesia,First 4 h,mg IV morphine,Mean/SD,EA,Usual care,1,1,1,1,NOT POOLED - only 1 independent study,El-Rakshy 2009
postoperative_opioid_other_windows,Total postoperative fentanyl PCIA dose,Through reported 48-h PCIA period,mg fentanyl,Mean/SD,EA,Usual care,1,1,1,1,NOT POOLED - only 1 independent study,An 2014
postoperative_opioid_other_windows,Total postoperative opioid consumption in morphine equivalents,0-24 h,mg MME,Mean/SD,TEAS,Sham,1,1,1,1,NOT POOLED - only 1 independent study,He 2026 (hepatectomy/JIS)
postoperative_opioid_other_windows,Total postoperative/perioperative sufentanil,Study PCA period; exact fixed window unclear,µg sufentanil,Mean/SD,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,1,0,0,0,HOLD - comparator type needs adjudication,
postoperative_opioid_other_windows,Total postoperative/perioperative sufentanil,Study PCA period; exact fixed window unclear,µg sufentanil,Mean/SD,MODALITY_REVIEW_REQUIRED,Sham,1,0,0,0,HOLD - comparator type needs adjudication,
postoperative_opioid_other_windows,Total sufentanil consumption,POD1; approximately 24 h but exact clock window not explicit,µg sufentanil,Mean/SD,TEAS,Sham,1,1,1,1,NOT POOLED - only 1 independent study,Zhang 2025
postoperative_opioid_other_windows,Total tramadol exposure,Perioperative / first 24 h most consistent with protocol; table does not restate window,mg tramadol,Mean/SD,EA,Sham,1,1,1,1,NOT POOLED - only 1 independent study,Ntritsou 2014
qor15,Global QoR-15,POD1,QoR-15 points,Mean/SD,TEAS,Sham,1,1,1,1,NOT POOLED - only 1 independent study,Zhou 2025
qor15,Overall QoR-15,AMBIGUOUS,QoR-15 points,Mean/SD,EA,Usual care,3,0,0,0,NOT POOLED - only 0 independent study,
qor15,QoR-15 score,24 h after surgery,QoR-15 points,Median/range,TEAS,Sham,1,0,0,0,NOT POOLED - only 0 independent study,
qor15,QoR-15 score,48 h after surgery,QoR-15 points,Median/range,TEAS,Sham,1,0,0,0,NOT POOLED - only 0 independent study,
qor15,QoR-15 score,72 h after surgery,QoR-15 points,Median/range,TEAS,Sham,1,0,0,0,NOT POOLED - only 0 independent study,
qor40,Emotional state,24 h after operation,QoR-40 points,Mean/SD,TEAS,Usual care,1,1,1,1,NOT POOLED - only 1 independent study,Pan 2023
qor40,Global QoR-40,24 h,QoR-40 points,Graph only,TEAS,Sham,1,0,0,0,NOT POOLED - only 0 independent study,
qor40,Global QoR-40,24 h,QoR-40 points,Median/IQR,TEAS,Sham,1,0,0,0,NOT POOLED - only 0 independent study,
qor40,Global QoR-40,24 h (T11),QoR-40 points,Mean/SD,TEAS,Sham,1,1,1,1,NOT POOLED - only 1 independent study,Liang 2021
qor40,Global QoR-40,24 h postoperatively,QoR-40 points,Mean/SD,TEAS,Sham,1,1,1,1,NOT POOLED - only 1 independent study,Yao 2015
qor40,Global QoR-40,48 h,QoR-40 points,Mean; SD not numerically reported,TEAS,Sham,1,0,0,0,NOT POOLED - only 0 independent study,
qor40,Global QoR-40,48 h (T12),QoR-40 points,Mean/SD,TEAS,Sham,1,1,1,1,NOT POOLED - only 1 independent study,Liang 2021
qor40,Global QoR-40,6 h,QoR-40 points,Graph only,TEAS,Sham,1,0,0,0,NOT POOLED - only 0 independent study,
qor40,Global QoR-40,Postoperative day 1 (~24 h),QoR-40 points,Mean/SD,TEAS,Sham,1,1,1,1,NOT POOLED - only 1 independent study,Yu 2020
qor40,Global QoR-40,Postoperative day 2 (~48 h),QoR-40 points,Mean/SD,TEAS,Sham,1,1,1,1,NOT POOLED - only 1 independent study,Yu 2020
qor40,Pain subscale,24 h after operation,QoR-40 points,Mean/SD,TEAS,Usual care,1,1,1,1,NOT POOLED - only 1 independent study,Pan 2023
qor40,Physical comfort,24 h after operation,QoR-40 points,Mean/SD,TEAS,Usual care,1,1,1,1,NOT POOLED - only 1 independent study,Pan 2023
qor40,Physical independence,24 h after operation,QoR-40 points,Mean/SD,TEAS,Usual care,1,1,1,1,NOT POOLED - only 1 independent study,Pan 2023
qor40,Psychological support,24 h after operation,QoR-40 points,Mean/SD,TEAS,Usual care,1,1,1,1,NOT POOLED - only 1 independent study,Pan 2023
qor40,QoR-40 total score,Day of discharge,QoR-40 points,Median/range,EA,Usual care,1,0,0,0,NOT POOLED - only 0 independent study,
qor40,Total QoR-40 score,24 h after operation,QoR-40 points,Mean/SD,TEAS,Usual care,1,1,1,1,NOT POOLED - only 1 independent study,Pan 2023
rescue_antiemetic,Additional antiemetic requirement,Within 48 h after surgery,percent,Published percentage (95% CI),TEAS,Sham,3,0,0,0,NOT POOLED - only 0 independent study,
rescue_antiemetic,Any rescue antiemetic medication,Within 48 h,participants,Events/total,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,1,1,1,1,HOLD - comparator type needs adjudication,Xiong 2021
rescue_antiemetic,Complete response: no vomiting and no rescue antiemetic,0-48 h,participants,Events/total,TEAS,Sham,1,1,1,1,NOT POOLED - only 1 independent study,Luo 2026
rescue_antiemetic,Participants requiring metoclopramide rescue antiemetic,0–6 h after surgery,participants,Events/total,EA,Usual care,3,3,3,1,NOT POOLED - only 1 independent study,Zhu 2022
rescue_antiemetic,Participants requiring metoclopramide rescue antiemetic,24–48 h after surgery,participants,Events/total,EA,Usual care,3,3,3,1,NOT POOLED - only 1 independent study,Zhu 2022
rescue_antiemetic,Participants requiring metoclopramide rescue antiemetic,6–24 h after surgery,participants,Events/total,EA,Usual care,3,3,3,1,NOT POOLED - only 1 independent study,Zhu 2022
rescue_antiemetic,Participants requiring tropisetron rescue,0–24 h,participants,Events/total,TEAS,Sham,1,1,1,1,NOT POOLED - only 1 independent study,Yu 2020
rescue_antiemetic,Participants using antiemetic drugs,Within 24 h after operation,participants,Events/total,TEAS,Usual care,1,1,1,1,NOT POOLED - only 1 independent study,Pan 2023
rescue_antiemetic,Use of metoclopramide 10 mg IM,0–2 h after craniotomy,participants,Events/total,TEAS,Sham,1,1,0,0,NOT POOLED - only 0 independent study,
rescue_antiemetic,Use of metoclopramide 10 mg IM,2–6 h after craniotomy,participants,Events/total,TEAS,Sham,1,1,0,0,NOT POOLED - only 0 independent study,
rescue_antiemetic,Use of metoclopramide 10 mg IM,6–24 h after craniotomy,participants,Events/total,TEAS,Sham,1,1,1,1,NOT POOLED - only 1 independent study,Tu 2024
rescue_opioid_frequency,Complete combined postoperative opioid exposure (tramadol + rescue pethidine),0-24 h,MME / combined opioid dose,Not calculable,MODALITY_REVIEW_REQUIRED,Usual care,1,0,0,0,HOLD - comparator type needs adjudication,
rescue_opioid_frequency,Cumulative rescue IV morphine dose derived from fixed 2-mg rescue administrations,0-24 h,mg IV morphine,Median/IQR,TEAS,Sham,1,0,0,0,NOT POOLED - only 0 independent study,
rescue_opioid_frequency,Cumulative rescue morphine consumption,0-24 h,mg IV morphine,Not reported,EA,Sham,1,0,0,0,NOT POOLED - only 0 independent study,
rescue_opioid_frequency,Cumulative rescue tramadol consumption,0-24 h,mg tramadol,Not reported,TEAS,Sham,1,0,0,0,NOT POOLED - only 0 independent study,
rescue_opioid_frequency,Rescue IM pethidine HCl consumption,0-24 h,mg pethidine,Mean/SD,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,1,1,1,1,HOLD - comparator type needs adjudication,Oztas 2019
rescue_opioid_frequency,Rescue IM pethidine HCl consumption,0-24 h,mg pethidine,Mean/SD,MODALITY_REVIEW_REQUIRED,Usual care,1,1,1,1,HOLD - comparator type needs adjudication,Oztas 2019
rescue_opioid_frequency,Rescue IM pethidine HCl consumption,24-48 h,mg pethidine,Mean/SD,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,1,1,1,1,HOLD - comparator type needs adjudication,Oztas 2019
rescue_opioid_frequency,Rescue IM pethidine HCl consumption,24-48 h,mg pethidine,Mean/SD,MODALITY_REVIEW_REQUIRED,Usual care,1,1,1,1,HOLD - comparator type needs adjudication,Oztas 2019
rescue_opioid_frequency,Rescue IV tramadol requirement,Postoperative period; exact window not reported,100 mg IV tramadol per rescue,Qualitative / exact quantities unavailable,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,1,0,0,0,HOLD - comparator type needs adjudication,
rescue_opioid_use,Any rescue IV morphine use,Through 48 h,participants,Events/total,TEAS,Sham,1,1,1,1,NOT POOLED - only 1 independent study,Liu 2026 (ESD)
rescue_opioid_use,Any rescue dezocine use,Through POD1,participants,Events/total,TEAS,Sham,1,1,1,1,NOT POOLED - only 1 independent study,Liu 2026 (burn)
rescue_opioid_use,Any rescue tramadol use,6–24 h,participants,Events/total,TEAS,Sham,1,1,1,1,NOT POOLED - only 1 independent study,Tu 2024
rescue_opioid_use,Participants requiring rescue sufentanil,0-24 h postoperative,participants,Events/total,TEAS,Sham,1,1,1,1,NOT POOLED - only 1 independent study,Yu 2020
time_to_first_rescue,Time to first rescue analgesia,0-24 h postoperative,minutes,Median/range,TEAS,Sham,1,0,0,0,NOT POOLED - only 0 independent study,
vomiting,Cumulative postoperative vomiting,0-48 h,participants,Events/total,TEAS,Sham,1,1,1,1,NOT POOLED - only 1 independent study,Luo 2026
vomiting,Number of vomiting episodes,Postoperative 72 h,episodes,Mean/SD,TEAS,Sham,1,1,1,1,NOT POOLED - only 1 independent study,Gao 2021
vomiting,Postoperative vomiting,0-24 h postoperative,participants,Events/total,TEAS,Sham,1,1,1,1,NOT POOLED - only 1 independent study,Yao 2015
vomiting,Postoperative vomiting,6-24 h postoperatively,participants with vomiting,Events/total,EA,Usual care,3,3,3,1,NOT POOLED - only 1 independent study,Zhu 2022
vomiting,Postoperative vomiting,Postoperative,participants,Events/total,TEAS,Sham,1,1,1,1,NOT POOLED - only 1 independent study,Zhang 2014
vomiting,Postoperative vomiting,Within 72 h,participants,Events/total,EA,Usual care,1,1,1,1,NOT POOLED - only 1 independent study,Yang 2024
vomiting,Postoperative vomiting incidence,0-24 h,participants with vomiting,Events/total,TEAS,Sham,1,1,1,1,NOT POOLED - only 1 independent study,Gao 2022
vomiting,Postoperative vomiting incidence,0–6 h after surgery,participants,Events/total,EA,Usual care,3,3,3,1,NOT POOLED - only 1 independent study,Zhu 2022
vomiting,Postoperative vomiting incidence,24–48 h after surgery,participants,Events/total,EA,Usual care,3,3,3,1,NOT POOLED - only 1 independent study,Zhu 2022
vomiting,Postoperative vomiting incidence,48–72 h after surgery,participants,Events/total,EA,Usual care,3,3,0,0,NOT POOLED - only 0 independent study,
vomiting,Postoperative vomiting incidence,Postoperative day 1,participants with vomiting,Events/total,TEAS,Sham,1,1,1,1,NOT POOLED - only 1 independent study,Liu 2015
vomiting,Postoperative vomiting incidence,Postoperative day 2,participants with vomiting,Events/total,TEAS,Sham,1,1,1,1,NOT POOLED - only 1 independent study,Liu 2015
vomiting,Postoperative vomiting incidence,Postoperative day 3,participants with vomiting,Events/total,TEAS,Sham,1,1,1,1,NOT POOLED - only 1 independent study,Liu 2015
vomiting,Vomiting,24 h,participants,Events/total,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,1,1,1,1,HOLD - comparator type needs adjudication,Ma 2026
vomiting,Vomiting,Postoperative,participants,Events/total,EA,Usual care,1,1,1,1,NOT POOLED - only 1 independent study,Huang 2025
vomiting,Vomiting,Within 48 h after surgery,percent,Published percentage (95% CI),TEAS,Sham,3,0,0,0,NOT POOLED - only 0 independent study,
vomiting,Vomiting incidence,0–2 h,participants,Events/total,TEAS,Sham,1,1,1,1,NOT POOLED - only 1 independent study,Zheng 2025
vomiting,Vomiting incidence,0–2 h after craniotomy,participants,Events/total,TEAS,Sham,1,1,1,1,NOT POOLED - only 1 independent study,Tu 2024
vomiting,Vomiting incidence,0–24 h,participants,Events/total,TEAS,Sham,2,2,2,1,NOT POOLED - only 1 independent study,Lu 2021
vomiting,Vomiting incidence,0–24 h after surgery,participants,Events/total,EA,Usual care,1,1,1,1,NOT POOLED - only 1 independent study,Yang 2020
vomiting,Vomiting incidence,0–6 h combined,participants,Events/total,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,1,1,1,1,HOLD - comparator type needs adjudication,Wang 2024
vomiting,Vomiting incidence,1 h after operation,participants,Events/total,TEAS,Usual care,1,1,1,1,NOT POOLED - only 1 independent study,Pan 2023
vomiting,Vomiting incidence,2-6 h,participants,Events/total,TEAS,Sham,1,1,1,1,NOT POOLED - only 1 independent study,Tu 2024
vomiting,Vomiting incidence,24–48 h after surgery,participants,Events/total,EA,Usual care,1,1,0,0,NOT POOLED - only 0 independent study,
vomiting,Vomiting incidence,2–4 h,participants,Events/total,TEAS,Sham,1,1,1,1,NOT POOLED - only 1 independent study,Zheng 2025
vomiting,Vomiting incidence,48–72 h after surgery,participants,Events/total,EA,Usual care,1,1,0,0,NOT POOLED - only 0 independent study,
vomiting,Vomiting incidence,4–6 h,participants,Events/total,TEAS,Sham,1,1,1,1,NOT POOLED - only 1 independent study,Zheng 2025
vomiting,Vomiting incidence,6-24 h,participants,Events/total,TEAS,Sham,1,1,1,1,NOT POOLED - only 1 independent study,Tu 2024
vomiting,Vomiting incidence,6–24 h,participants,Events/total,TEAS,Sham,1,1,1,1,NOT POOLED - only 1 independent study,Zheng 2025
vomiting,Vomiting incidence,Within 24 h after operation,participants,Events/total,TEAS,Usual care,1,1,1,1,NOT POOLED - only 1 independent study,Pan 2023
vomiting,Vomiting occurrence,0-24 h,events/participants,Qualitative / exact group values unavailable,MODALITY_REVIEW_REQUIRED,Usual care,1,0,0,0,HOLD - comparator type needs adjudication,
vomiting,Vomiting severity score,0–24 h after surgery,4-point rating scale 0-3,Median/IQR,EA,Usual care,1,0,0,0,NOT POOLED - only 0 independent study,
vomiting,Vomiting severity score,0–6 h after surgery,4-point Likert-type severity scale 0-3,Mean/SD,EA,Usual care,3,3,3,1,NOT POOLED - only 1 independent study,Zhu 2022
vomiting,Vomiting severity score,24–48 h after surgery,4-point Likert-type severity scale 0-3,Mean/SD,EA,Usual care,3,3,3,1,NOT POOLED - only 1 independent study,Zhu 2022
vomiting,Vomiting severity score,24–48 h after surgery,4-point rating scale 0-3,Other (describe),EA,Usual care,1,0,0,0,NOT POOLED - only 0 independent study,
vomiting,Vomiting severity score,48–72 h after surgery,4-point rating scale 0-3,Other (describe),EA,Usual care,1,0,0,0,NOT POOLED - only 0 independent study,
vomiting,Vomiting severity score,6–24 h after surgery,4-point Likert-type severity scale 0-3,Mean/SD,EA,Usual care,3,3,3,1,NOT POOLED - only 1 independent study,Zhu 2022
